 sep=;
8167; FV_SJP-PI500; 8168    # 01; FV_SJP-PI034; 771; TRAFO; 98.9; 27.46; 360.0; -83.6; 52.8; -; 83.6; -49.3; 0.861 Ind; 0.0; 3.4; 
8168; FV_SJP-PI034; 5957    # 01; FVSJP-UFV128; 771; TL; 97.1; 0.97; 9999.0; -83.6; 49.3; -; 83.7; -48.9; 0.863 Ind; 0.1; 0.4; 
8188; S.GONC-PI500; 8366    # 01; SGT1-1-PI000; 771; TRAFO; 132.1; 1.32; 9999.0; -132.0; 2.8; -; 132.0; -3.5; 1.000 Ind; 0.0; -0.7; 
8188; S.GONC-PI500; 8367    # 02; SGT2-1-PI000; 771; TRAFO; 126.4; 1.26; 9999.0; -126.4; 2.4; -; 126.4; -3.0; 1.000 Ind; 0.0; -0.6; 
8188; S.GONC-PI500; 8952    # 03; SGT3-1-PI000; 771; TRAFO; 98.5; 0.98; 9999.0; -96.5; -19.7; -; 96.5; 19.3; 0.980 Cap; 0.0; -0.4; 
8198; LDVENT-PI500; 8728    # 03; LDVENT-PI138; 771; TRAFO; 82.4; 29.62; 278.0; -71.4; 41.0; -; 71.5; -37.9; 0.883 Ind; 0.1; 3.1; 
8198; LDVENT-PI500; 8735    # 01; LDVET1-PI000; 771; TRAFO; 90.1; 35.32; 255.0; -69.2; 57.6; -; 69.2; -57.3; 0.770 Ind; 0.0; 0.3; 
8198; LDVENT-PI500; 8736    # 02; LDVET2-PI000; 771; TRAFO; 92.1; 36.11; 255.0; -67.5; 62.6; -; 67.5; -62.3; 0.735 Ind; 0.0; 0.3; 
8199; LDVENT-PI034; 5905    # 01; VSANGEEOL039; 771; TL; 44.3; 0.44; 9999.0; -34.9; 27.2; -; 36.0; -25.5; 0.816 Ind; 1.1; 1.7; 
8199; LDVENT-PI034; 8735    # 01; LDVET1-PI000; 771; TRAFO; 45.4; 35.77; 127.0; 34.9; -27.2; 0.789 Ind; -34.9; 29.1; -; 0.0; 1.9; 
8329; SGON-2UFV242; 8368    # 01; SGON-2-PI034; 771; TL; 66.1; 0.66; 9999.0; 66.1; -0.0; 1.000; -66.0; -1.5; -; 0.1; -1.5; 
8338; OITIS--PI500; 8339    # 01; OITIS1-PI034; 771; TRAFO; 62.4; 0.62; 9999.0; -59.2; 19.6; -; 59.2; -18.7; 0.954 Ind; 0.0; 0.9; 
8338; OITIS--PI500; 8788    # 01; OITIS2-PI034; 771; TRAFO; 60.7; 0.61; 9999.0; -57.5; 19.4; -; 57.5; -18.5; 0.952 Ind; 0.0; 0.9; 
8338; OITIS--PI500; 8789    # 01; OITIS3-PI034; 771; TRAFO; 54.9; 0.55; 9999.0; -52.6; 15.7; -; 52.6; -15.0; 0.962 Ind; 0.0; 0.7; 
8339; OITIS1-PI034; 8340    # 01; OITI1-EOL036; 771; TL; 62.9; 0.63; 9999.0; -59.2; 18.7; -; 59.4; -20.8; 0.944 Ind; 0.2; -2.1; 
8366; SGT1-1-PI000; 8432    # 01; SGT1-2-PI000; 771; TRAFO; 66.0; 0.66; 9999.0; -66.0; 1.7; -; 66.0; -0.9; 1.000 Ind; 0.0; 0.8; 
8366; SGT1-1-PI000; 8434    # 01; SGT1-4-PI000; 771; TRAFO; 66.0; 0.66; 9999.0; -66.0; 1.7; -; 66.0; -1.7; 1.000 Ind; 0.0; 0.0; 
8367; SGT2-1-PI000; 8436    # 02; SGT2-2-PI000; 771; TRAFO; 63.2; 0.63; 9999.0; -63.2; 1.5; -; 63.2; -0.8; 1.000 Ind; 0.0; 0.7; 
8367; SGT2-1-PI000; 8438    # 02; SGT2-4-PI000; 771; TRAFO; 63.2; 0.63; 9999.0; -63.2; 1.5; -; 63.2; -1.5; 1.000 Ind; 0.0; 0.0; 
8372; SGON-3UFV242; 8369    # 01; SGON-3-PI034; 771; TL; 66.1; 0.66; 9999.0; 66.1; 0.0; 1.000; -66.0; -2.4; -; 0.1; -2.4; 
8373; SGON-4UFV238; 8370    # 01; SGON-4-PI034; 771; TL; 60.5; 0.61; 9999.0; 60.5; 0.0; 1.000; -60.4; -1.7; -; 0.1; -1.7; 
8409; GRAVIO-PI230; 8410    # 01; GRAVI1-PI034; 772; TRAFO; 67.5; 38.60; 175.0; -67.3; 6.1; -; 67.3; -1.8; 1.000 Ind; 0.0; 4.3; 
8409; GRAVIO-PI230; 8786    # 01; GRAVI2-PI034; 772; TRAFO; 67.5; 38.60; 175.0; -67.3; 6.1; -; 67.3; -1.8; 1.000 Ind; 0.0; 4.3; 
8410; GRAVI1-PI034; 8411    # 01; GRAV12UFV100; 772; TL; 67.6; 0.68; 9999.0; -67.3; 1.8; -; 67.5; -3.5; 0.999 Ind; 0.2; -1.7; 
8432; SGT1-2-PI000; 8189    # 01; SGON-1-PI034; 771; TRAFO; 66.0; 0.66; 9999.0; -66.0; 0.3; -; 66.0; 2.8; 0.999 Cap; 0.0; 3.0; 
8432; SGT1-2-PI000; 8433    # 01; SGT1-3-PI000; 771; TRAFO; 0.6; 0.01; 9999.0; -0.0; 0.6; -; 0.0; -0.6; 0.050 Ind; 0.0; 0.0; 
8433; SGT1-3-PI000; 8368    # 01; SGON-2-PI034; 771; TRAFO; 66.0; 0.66; 9999.0; -66.0; 1.6; -; 66.0; 1.5; 1.000 Cap; 0.0; 3.1; 
8433; SGT1-3-PI000; 8434    # 01; SGT1-4-PI000; 771; TRAFO; 66.0; 0.66; 9999.0; 66.0; -0.9; 1.000 Ind; -66.0; 1.7; -; 0.0; 0.8; 
8434; SGT1-4-PI000; 8435    # 01; SGONT1-PI013; 771; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
8436; SGT2-2-PI000; 8369    # 02; SGON-3-PI034; 771; TRAFO; 66.0; 0.66; 9999.0; -66.0; 0.7; -; 66.0; 2.4; 0.999 Cap; 0.0; 3.0; 
8436; SGT2-2-PI000; 8437    # 02; SGT2-3-PI000; 771; TRAFO; 2.8; 0.03; 9999.0; 2.8; 0.1; 0.999 Cap; -2.8; -0.1; -; 0.0; 0.0; 
8437; SGT2-3-PI000; 8370    # 02; SGON-4-PI034; 771; TRAFO; 60.4; 0.60; 9999.0; -60.4; 0.8; -; 60.4; 1.7; 1.000 Cap; 0.0; 2.6; 
8437; SGT2-3-PI000; 8438    # 02; SGT2-4-PI000; 771; TRAFO; 63.2; 0.63; 9999.0; 63.2; -0.8; 1.000 Ind; -63.2; 1.5; -; 0.0; 0.7; 
8438; SGT2-4-PI000; 8439    # 02; SGONT2-PI013; 771; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
8467; TSD-T9-PI013; 8471    # 09; TSD-T9-PI000; 772; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
8468; TSDT10-PI013; 8472    # 10; TSDT10-PI000; 772; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
8469; BEA-T5-PI013; 8473    # 05; BEA-T5-PI000; 772; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
8470; BEA-T6-PI013; 8474    # 06; BEA-T6-PI000; 772; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
8728; LDVENT-PI138; 8729    # 01; LDVEN1-PI138; 771; TL; 81.0; 31.28; 259.0; -71.5; 37.9; -; 71.9; -37.4; 0.887 Ind; 0.4; 0.5; 
8729; LDVEN1-PI138; 8737    # 04; LDVET3-PI000; 771; TRAFO; 81.0; 29.14; 278.0; -71.9; 37.4; -; 71.9; -37.1; 0.889 Ind; 0.0; 0.3; 
8730; LDVEN1-PI034; 8724    # 01; VSANG1EOL038; 771; TL; 43.3; 0.43; 9999.0; -34.3; 26.4; -; 35.4; -24.7; 0.821 Ind; 1.1; 1.8; 
8730; LDVEN1-PI034; 8735    # 01; LDVET1-PI000; 771; TRAFO; 44.4; 34.98; 127.0; 34.3; -26.4; 0.793 Ind; -34.3; 28.2; -; 0.0; 1.8; 
8731; LDVEN2-PI034; 8328    # 01; VSANG2EOL038; 771; TL; 43.4; 0.43; 9999.0; -34.3; 26.6; -; 35.4; -24.9; 0.818 Ind; 1.1; 1.7; 
8731; LDVEN2-PI034; 8736    # 02; LDVET2-PI000; 771; TRAFO; 44.5; 35.07; 127.0; 34.3; -26.6; 0.790 Ind; -34.3; 28.4; -; 0.0; 1.8; 
8732; LDVEN3-PI034; 8725    # 01; VSANG3EOL037; 771; TL; 46.0; 0.46; 9999.0; -33.3; 31.8; -; 34.5; -30.1; 0.753 Ind; 1.2; 1.6; 
8732; LDVEN3-PI034; 8736    # 02; LDVET2-PI000; 771; TRAFO; 47.4; 37.35; 127.0; 33.3; -31.8; 0.724 Ind; -33.3; 33.8; -; 0.0; 2.1; 
8733; LDVEN4-PI034; 8726    # 01; VSANG4EOL038; 771; TL; 39.0; 0.39; 9999.0; -35.0; 16.5; -; 35.9; -15.1; 0.922 Ind; 0.9; 1.4; 
8733; LDVEN4-PI034; 8737    # 04; LDVET3-PI000; 771; TRAFO; 39.3; 28.24; 139.0; 35.0; -16.5; 0.904 Ind; -35.0; 17.8; -; 0.0; 1.3; 
8734; LDVEN5-PI034; 8727    # 01; VSANG5EOL040; 771; TL; 41.3; 0.41; 9999.0; -36.9; 17.8; -; 37.8; -16.7; 0.914 Ind; 0.9; 1.1; 
8734; LDVEN5-PI034; 8737    # 04; LDVET3-PI000; 771; TRAFO; 41.6; 29.94; 139.0; 36.9; -17.8; 0.900 Ind; -36.9; 19.3; -; 0.0; 1.4; 
8767; SGON-5-PI034; 8766    # 01; SGON-5UFV048; 771; TL; 39.2; 0.39; 9999.0; -38.6; 4.2; -; 38.7; -6.0; 0.988 Ind; 0.1; -1.9; 
8769; UFVRGC-PI034; 8768    # 01; RGONCAUFV033; 772; TL; 50.3; 0.50; 9999.0; -49.6; 5.1; -; 49.7; -7.7; 0.988 Ind; 0.1; -2.6; 
8770; UFVRGC-PI230; 7997    # 01; UFVRG2-PI034; 772; TRAFO; 57.9; 0.58; 9999.0; -57.0; 10.0; -; 57.0; -4.2; 0.997 Ind; 0.0; 5.8; 
8770; UFVRGC-PI230; 8769    # 01; UFVRGC-PI034; 772; TRAFO; 50.4; 0.50; 9999.0; -49.6; 8.9; -; 49.6; -5.1; 0.995 Ind; 0.0; 3.8; 
8786; GRAVI2-PI034; 8787    # 01; GRAV34UFV100; 772; TL; 67.6; 0.68; 9999.0; -67.3; 1.8; -; 67.5; -3.5; 0.999 Ind; 0.2; -1.7; 
8788; OITIS2-PI034; 8771    # 01; OITI2-EOL035; 771; TL; 61.3; 0.61; 9999.0; -57.5; 18.5; -; 57.7; -20.7; 0.941 Ind; 0.2; -2.2; 
8789; OITIS3-PI034; 8790    # 01; OITI3-EOL032; 771; TL; 55.6; 0.56; 9999.0; -52.6; 15.0; -; 52.8; -17.4; 0.950 Ind; 0.2; -2.4; 
8950; SGON-6UFV072; 8951    # 01; SGON-6-PI034; 771; TL; 58.8; 0.59; 9999.0; 58.0; -9.9; 0.986 Ind; -57.8; 5.6; -; 0.2; -4.2; 
8952; SGT3-1-PI000; 8953    # 03; SGT3-2-PI000; 771; TRAFO; 49.3; 0.49; 9999.0; -48.2; -9.7; -; 48.2; 10.1; 0.979 Cap; 0.0; 0.4; 
8952; SGT3-1-PI000; 8955    # 03; SGT3-4-PI000; 771; TRAFO; 49.2; 0.49; 9999.0; -48.2; -9.7; -; 48.2; 9.7; 0.980 Cap; 0.0; 0.0; 
8953; SGT3-2-PI000; 8767    # 03; SGON-5-PI034; 771; TRAFO; 40.6; 0.41; 9999.0; -38.6; -11.5; -; 38.6; 12.6; 0.950 Cap; 0.0; 1.1; 
8953; SGT3-2-PI000; 8954    # 03; SGT3-3-PI000; 771; TRAFO; 9.7; 0.10; 9999.0; -9.6; 1.4; -; 9.6; -1.4; 0.990 Ind; 0.0; 0.0; 
8954; SGT3-3-PI000; 8951    # 03; SGON-6-PI034; 771; TRAFO; 58.9; 0.59; 9999.0; -57.8; -8.7; -; 57.8; 11.1; 0.982 Cap; 0.0; 2.4; 
8954; SGT3-3-PI000; 8955    # 03; SGT3-4-PI000; 771; TRAFO; 49.3; 0.49; 9999.0; 48.2; 10.1; 0.979 Cap; -48.2; -9.7; -; 0.0; 0.4; 
8955; SGT3-4-PI000; 8956    # 03; SGONT3-PI013; 771; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42309; MLG5T1-CE013; 42308    # 01; MLG5T1-CE000; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42311; MLG5T6-CE013; 42310    # 06; MLG5T6-CE000; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42313; MLG5T7-CE013; 42312    # 07; MLG5T7-CE000; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42327; PCD-T1-CE013; 42326    # 01; PCD-T1-CE000; 761; TRAFO; 0.0; 0.00; 1200.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42329; PCD-T2-CE013; 42328    # 02; PCD-T2-CE000; 761; TRAFO; 0.0; 0.00; 1200.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42331; PCD-T3-CE013; 42330    # 03; PCD-T3-CE000; 761; TRAFO; 0.0; 0.00; 1200.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42332; FTD5T1-CE000; 42333    # 01; FTD5T1-CE013; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42334; FTD5T2-CE000; 42335    # 02; FTD5T2-CE013; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42336; FTD5T3-CE000; 42337    # 03; FTD5T3-CE013; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42338; FTD5T4-CE000; 42339    # 04; FTD5T4-CE013; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42340; SBT-T1-CE000; 42341    # 01; SBT-T1-CE013; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42342; SBT-T2-CE000; 42343    # 02; SBT-T2-CE013; 761; TRAFO; 0.0; 0.00; 600.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
42345; SJPIT1-PI013; 42344    # 01; SJPIT1-PI000; 771; TRAFO; 0.0; 0.00; 300.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
43981; BEA-T1-PI013; 43980    # 01; BEA-T1-PI000; 771; TRAFO; 0.0; 0.00; 300.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44001; TSD-T1-PI000; 44002    # 01; TSD-T1-PI013; 771; TRAFO; 0.0; 0.00; 300.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44003; TSD-T2-PI000; 44004    # 02; TSD-T2-PI013; 771; TRAFO; 0.0; 0.00; 300.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44005; TSD-T4-PI000; 44006    # 04; TSD-T4-PI013; 771; TRAFO; 0.0; 0.00; 300.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44007; TRT-T2-PI000; 44008    # 02; TRT-T2-PI013; 772; TRAFO; 0.0; 0.00; 200.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44028; BJE-T1-PI013; 44027    # 01; BJE-T1-PI000; 772; TRAFO; 0.0; 0.00; 50.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44030; BJE-T2-PI013; 44029    # 02; BJE-T2-PI000; 772; TRAFO; 0.0; 0.00; 50.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44036; GID-T1-PI013; 44035    # 01; GID-T1-PI000; 772; TRAFO; 0.0; 0.00; 50.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44038; GID-T2-PI013; 44037    # 02; GID-T2-PI000; 772; TRAFO; 0.0; 0.00; 50.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44085; SJPIT2-PI013; 44084    # 02; SJPIT2-PI000; 771; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44090; TSI-L1-PI230; 5501    # 01; TERESI-PI230; 772; TL; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44091; TSI-L2-PI230; 5501    # 01; TERESI-PI230; 772; TL; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44095; U.BESP-PI230; 5520    # 01; UBE1--UHE001; 772; TRAFO; 45.3; 37.79; 120.0; -45.0; 5.6; -; 45.0; -3.7; 0.997 Ind; 0.0; 2.0; 
44095; U.BESP-PI230; 5522    # 01; UBE2--UHE001; 772; TRAFO; 54.6; 77.94; 70.0; -54.0; 7.8; -; 54.0; -2.1; 0.999 Ind; 0.0; 5.7; 
44095; U.BESP-PI230; 5523    # 01; BOAESPSIN000; 772; TRAFO; 0.0; 0.00; 140.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44131; PNB4T1-PI013; 44130    # 01; PNB4T1-PI000; 772; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44133; PNB4T2-PI013; 44132    # 02; PNB4T2-PI000; 772; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44141; MCD-T2-BA013; 44140    # 02; MCD-T2-BA000; 772; TRAFO; 0.0; 0.00; 150.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44526; CNP-T4-PI013; 44527    # 04; CNP-T4-PI000; 771; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44586; CHAPT1-PI000; 5327    # 03; CHAPA1-PI138; 772; TRAFO; 30.9; 15.46; 200.0; 28.0; 13.0; 0.908 Cap; -28.0; -13.0; -; 0.0; -0.0; 
44586; CHAPT1-PI000; 44584    # 03; CHAPT1-PI013; 772; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44587; CHAPT2-PI000; 5327    # 04; CHAPA1-PI138; 772; TRAFO; 30.9; 15.46; 200.0; 28.0; 13.0; 0.908 Cap; -28.0; -13.0; -; 0.0; -0.0; 
44587; CHAPT2-PI000; 44585    # 04; CHAPT2-PI013; 772; TRAFO; 0.0; 0.00; 1.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44609; MARANG-PI230; 5491    # 01; PIRIPI-PI230; 772; TL; 128.3; 20.53; 625.0; 128.0; -9.3; 0.997 Ind; -127.6; 2.9; -; 0.4; -6.4; 
44609; MARANG-PI230; 6011    # 01; IBIAPI-CE230; 772; TL; 52.0; 8.32; 625.0; 33.4; -39.9; 0.642 Ind; -33.3; 27.3; -; 0.1; -12.5; 
44610; MRGTA--PI230; 44609    # 01; MARANG-PI230; 772; TL; 84.3; 32.95; 256.0; 80.7; -24.5; 0.957 Ind; -80.6; 24.2; -; 0.1; -0.3; 
44611; MRGTA--PI000; 44610    # 01; MRGTA--PI230; 772; OLTC; 84.3; 42.17; 200.0; 80.7; -24.3; 0.957 Ind; -80.7; 24.5; -; 0.0; 0.2; 
44612; MRGTA1-PI034; 44611    # 01; MRGTA--PI000; 772; TRAFO; 42.1; 42.12; 100.0; 40.3; -10.9; 0.965 Ind; -40.3; 12.1; -; 0.0; 1.2; 
44613; MRGTA2-PI034; 44611    # 01; MRGTA--PI000; 772; TRAFO; 42.2; 42.18; 100.0; 40.4; -11.0; 0.965 Ind; -40.4; 12.2; -; 0.0; 1.2; 
44614; UFVMA1-PI034; 44612    # 01; MRGTA1-PI034; 772; TL; 41.8; 41.01; 102.0; 40.5; -10.5; 0.968 Ind; -40.3; 10.9; -; 0.2; 0.5; 
44615; MRGTA2-PI034; 44613    # 01; MRGTA2-PI034; 772; TL; 41.9; 41.07; 102.0; 40.5; -10.7; 0.967 Ind; -40.4; 11.0; -; 0.1; 0.3; 
44616; MRGTA1UFV090; 44614    # 01; UFVMA1-PI034; 772; TRAFO; 41.8; 41.01; 102.0; 40.5; -9.4; 0.974 Ind; -40.5; 10.5; -; 0.0; 1.1; 
44617; MRGTA2UFV090; 44615    # 01; MRGTA2-PI034; 772; TRAFO; 41.9; 41.07; 102.0; 40.5; -9.6; 0.973 Ind; -40.5; 10.7; -; 0.0; 1.1; 
44618; MRGTB--PI230; 44609    # 01; MARANG-PI230; 772; TL; 84.5; 33.02; 256.0; 80.8; -24.9; 0.956 Ind; -80.8; 24.9; -; 0.0; -0.0; 
44619; MRGTB--PI000; 44618    # 01; MRGTB--PI230; 772; OLTC; 84.5; 42.26; 200.0; 80.8; -24.7; 0.956 Ind; -80.8; 24.9; -; 0.0; 0.2; 
44620; MRGTB1-PI034; 44619    # 01; MRGTB--PI000; 772; TRAFO; 42.3; 42.31; 100.0; 40.3; -11.5; 0.962 Ind; -40.3; 12.7; -; 0.0; 1.2; 
44621; MRGTB2-PI034; 44619    # 01; MRGTB--PI000; 772; TRAFO; 42.2; 42.17; 100.0; 40.4; -10.8; 0.966 Ind; -40.4; 12.0; -; 0.0; 1.2; 
44622; UFVMB3-PI034; 44620    # 01; MRGTB1-PI034; 772; TL; 42.0; 41.17; 102.0; 40.5; -11.1; 0.965 Ind; -40.3; 11.5; -; 0.2; 0.4; 
44623; UFVMB4-PI034; 44621    # 01; MRGTB2-PI034; 772; TL; 41.8; 41.03; 102.0; 40.5; -10.5; 0.968 Ind; -40.4; 10.8; -; 0.1; 0.4; 
44624; MRGTB3UFV090; 44622    # 01; UFVMB3-PI034; 772; TRAFO; 42.0; 41.17; 102.0; 40.5; -10.0; 0.971 Ind; -40.5; 11.1; -; 0.0; 1.1; 
44625; MRGTB4UFV090; 44623    # 01; UFVMB4-PI034; 772; TRAFO; 41.8; 41.01; 102.0; 40.5; -9.3; 0.974 Ind; -40.5; 10.5; -; 0.0; 1.1; 
44669; RSFRANUFV000; 44670    # 01; RSFRAN-PI034; 771; TL; 27.0; 0.27; 9999.0; 27.0; -0.0; 1.000; -26.9; -0.9; -; 0.1; -0.9; 
44670; RSFRAN-PI034; 44671    # 01; RSFRAN-PI500; 771; TRAFO; 26.9; 0.27; 9999.0; 26.9; 0.9; 0.999 Cap; -26.9; 0.6; -; 0.0; 1.5; 
44671; RSFRAN-PI500; 5318    # 01; ACARAT-CE500; 771; TL; 126.6; 4.87; 2598.0; -36.0; -48.2; -; 36.0; -121.3; 0.285 Ind; 0.0; -169.6; 
44755; RGO-T2-PI000; 5432    # 02; RGONCA-PI069; 772; TRAFO; 1.3; 2.58; 50.0; 1.3; 0.1; 0.997 Cap; -1.3; -0.1; -; 0.0; 0.0; 
44755; RGO-T2-PI000; 44756    # 02; RGO-T2-PI013; 772; TRAFO; 0.0; 0.00; 8.3; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44893; AR3T12-PI000; 44894    # 01; AR3T13-PI000; 772; TRAFO; 1.8; 0.02; 9999.0; -0.4; 1.7; -; 0.4; -1.7; 0.256 Ind; 0.0; 0.0; 
44894; AR3T13-PI000; 44895    # 01; AR3T14-PI000; 772; TRAFO; 32.4; 0.32; 9999.0; 24.8; -20.4; 0.773 Ind; -24.8; 20.8; -; 0.0; 0.5; 
44896; AR3-T1-PI013; 44895    # 01; AR3T14-PI000; 772; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44902; LBARR3-PI034; 8408    # 01; LBARR3EOL018; 772; TL; 29.1; 0.29; 9999.0; -24.6; 15.4; -; 24.8; -14.5; 0.863 Ind; 0.2; 0.9; 
44929; PORTOCUTE000; 44930    # 01; PORTOC-CE500; 761; TRAFO; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
44930; PORTOC-CE500; 5370    # 01; PECEM2-CE500; 761; SWITCH; 0.0; 0.00; 9999.0; 0.0; 0.0; -; 0.0; 0.0; -; 0.0; 0.0; 
7190; GILBU2-PI500; 7197    # 02; GB-BR-CAP500; 771; SERCAP; 1136.8; 52.51; 2165.0; 1097.9; -294.8; 0.966 Ind; -1097.9; 190.9; -; 0.0; -103.9; 
5436; RGONCA-PI500; 5437    # 01; RG-CO1CAP500; 771; SERCAP; 241.4; 15.48; 1559.0; -182.5; -158.0; -; 182.5; 148.1; 0.777 Cap; 0.0; -9.9; 
5436; RGONCA-PI500; 5435    # 03; RG-SJ1CAP500; 771; SERCAP; 252.6; 16.20; 1559.0; 210.6; -139.4; 0.834 Ind; -210.6; 129.5; -; 0.0; -10.0; 
5570; S.J.PI-PI500; 5577    # 02; SJ-SB2CAP500; 771; SERCAP; 480.2; 30.80; 1559.0; 476.1; 30.6; 0.998 Cap; -476.1; -62.5; -; 0.0; -31.9; 
43952; SJ-SB1-PI500; 5572    # 05; SJ-SB1CAP500; 771; SERCAP; 448.6; 29.61; 1515.0; 370.0; -253.6; 0.825 Ind; -370.0; 219.2; -; 0.0; -34.5; 
43953; SJ-BEA-PI500; 5574    # 06; SJ-BEACAP500; 771; SERCAP; 277.2; 18.30; 1515.0; -174.5; -215.4; -; 174.5; 200.6; 0.656 Cap; 0.0; -14.8; 
5436; RGONCA-PI500; 5576    # 04; RG-SJ2CAP500; 771; SERCAP; 258.7; 16.60; 1559.0; 209.4; -151.9; 0.810 Ind; -209.4; 141.4; -; 0.0; -10.5; 
5436; RGONCA-PI500; 5575    # 02; RG-CO2CAP500; 771; SERCAP; 241.3; 15.48; 1559.0; -184.5; -155.5; -; 184.5; 145.6; 0.785 Cap; 0.0; -9.9; 
